PRINC_DIAG_CODE,Count,ICD-9,icd9cm_mult
F062,501.0,29381,['29381']
N058,501.0,58389,['58389']
G2582,500.0,33391,['33391']
C5700,500.0,1832,['1832']
T40994A,500.0,E9802,['9696' 'E9802']
G8389,500.0,34489,['34489']
Z436,500.0,V556,['V556']
P9163,500.0,76873,['76873']
A480,496.0,0400,['0400']
L97109,496.0,70711,['70711']
I8511,495.0,45620,['45620']
G378,495.0,3418,['3418']
K115,495.0,5275,['5275']
N009,495.0,5809,['5809']
R195,493.0,7921,['7877' '7921']
Q278,493.0,74769,['74769']
S066X4A,493.0,85203,['85203']
S225XXB,492.0,8074,['8074']
D367,491.0,2298,['2298']
I69993,491.0,43884,['43884']
Q793,490.0,75673,['75673']
N185,490.0,5855,['5855']
P9160,490.0,76870,['76870']
I69952,490.0,43821,['43821']
S42199A,489.0,81109,['81109']
S83006A,489.0,8363,['8363']
S0264XA,488.0,80224,['80224']
O723,487.0,66634,['66632' '66634']
S3660XA,486.0,86345,['86345']
D731,486.0,2894,['2894']
I721,486.0,4420,['4420']
L4059,485.0,6960,['6960']
C7A019,485.0,20900,['20900']
T889XXA,483.0,9999,['9999']
G43101,483.0,34602,['34602']
J3801,483.0,47832,['47831' '47832']
K824,482.0,5756,['5756']
C062,482.0,1456,['1456']
I253,481.0,41419,['41410' '41419']
I676,480.0,4376,['4376']
G319,480.0,3319,['3319']
A6004,478.0,05412,['05411' '05412']
G8254,477.0,34404,['34404']
D72819,477.0,28850,['28850']
N802,477.0,6172,['6172']
N6482,476.0,61182,['61182']
H4710,476.0,37700,['37700']
E883,475.0,27788,['27788']
D152,474.0,2125,['2125']
J705,474.0,5082,['5082']
N13721,473.0,59371,['59371']
L2089,473.0,6918,['6918']
H3400,472.0,36234,['36234']
C9310,472.0,20610,['20610']
O30103,470.0,V9110,['65111' '65113' 'V9110']
F340,470.0,30113,['30110' '30113']
G8252,470.0,34402,['34402']
E785,469.0,2724,['2724']
D8989,469.0,2798,['2798']
I240,469.0,41181,['41181']
T2162XA,468.0,94223,['94223']
I158,468.0,40599,['40509' '40519' '40599']
K431,466.0,55121,['55121']
K256,466.0,53160,['53160']
S32609A,466.0,80842,['80842']
Q8501,465.0,23771,['23771']
L52,465.0,6952,['6952']
N3641,463.0,59981,['59981']
Q660,462.0,75451,['75451']
D594,462.0,28319,['28310' '28319']
D589,462.0,2829,['2829']
B509,462.0,0840,['0840']
Q6239,462.0,75320,['75320']
Q263,461.0,74742,['74742']
O88213,460.0,67323,['67321' '67323']
N368,460.0,59984,['5995' '59984']
D1620,460.0,2137,['2137']
O901,460.0,67424,['67422' '67424']
S52209A,460.0,81322,['81322']
I75029,460.0,44502,['44502']
S40019A,458.0,92300,['92300']
O9853,458.0,64764,['64762' '64764']
I288,458.0,4178,['4178']
H7010,458.0,3831,['3831']
G710,458.0,3591,['3591']
O333XX0,457.0,65333,['65331' '65333']
J040,457.0,46400,['46400']
O878,455.0,67184,['67182' '67184']
I051,454.0,3941,['3941']
M47819,454.0,72190,['72190']
S43006A,453.0,83100,['83100']
M795,453.0,7296,['7296']
N403,452.0,60011,['60011']
C419,451.0,1709,['1709']
Q388,451.0,75029,['75029']
O2203,451.0,67103,['67101' '67103']
Z4901,451.0,V561,['V561']
O748,450.0,66882,['66881' '66882']
H16009,450.0,37000,['37000']
Q336,450.0,7485,['7485']
C7900,449.0,1980,['1980']
D379,449.0,2355,['2355']
S298XXA,448.0,95911,['95911']
S27899A,448.0,86229,['86229']
Z48813,447.0,V5874,['V5874']
S83289A,447.0,8361,['8361']
C8584,447.0,20284,['20284']
C023,447.0,1414,['1414']
Q265,446.0,74761,['74761']
M24459,446.0,71835,['71835']
O9883,446.0,64784,['64782' '64784']
M6700,445.0,72781,['72781']
M12519,444.0,71611,['71611']
B4481,444.0,5186,['5186']
E7409,444.0,2710,['2710']
R030,443.0,7962,['7962']
C8332,443.0,20072,['20002' '20072']
K909,443.0,5799,['5799']
M436,443.0,7235,['7235']
G43019,442.0,34611,['34611']
S199XXA,441.0,95909,['95909']
H468,439.0,37739,['37739']
I453,439.0,42654,['42654']
B970,438.0,0790,['0790']
O98913,438.0,64793,['64791' '64793']
P780,438.0,7776,['7776']
L513,438.0,69514,['69514']
Q7649,437.0,75619,['75613' '75614' '75615' '75619']
C8118,436.0,20158,['20158']
Q057,436.0,74193,['74193']
M25669,435.0,71956,['71956']
R579,435.0,78550,['78550']
Q6212,433.0,75322,['75322']
J953,433.0,51852,['51852']
S0269XB,432.0,80230,['80230']
G4489,429.0,33989,['33989']
G255,429.0,3335,['3335']
C8192,427.0,20192,['20192']
T7801XA,427.0,99561,['99561']
D1739,427.0,2141,['2141']
M2140,426.0,734,['734']
T460X4A,425.0,E9804,['9721' 'E9804']
S42109A,425.0,81100,['81100']
D241,424.0,217,['217']
T17298A,423.0,E915,['9330' 'E915']
M810,423.0,73301,['73300' '73301']
O99355,422.0,64684,['64682' '64684']
E0965,422.0,24980,['24980']
E249,422.0,2550,['2550']
S42036A,420.0,81003,['81003']
T5294XA,418.0,E9809,['9828' 'E9809']
E0910,417.0,24910,['24910']
O002,413.0,63320,['63320']
H81319,413.0,38619,['38619']
S1091XA,412.0,9100,['9100']
S14117A,412.0,95206,['95206']
S62309A,410.0,81509,['81500' '81509']
D763,410.0,2884,['2884']
S14157A,409.0,95209,['95209']
M4830,408.0,7217,['7217']
O338,407.0,65383,['65381' '65383']
J321,407.0,4731,['4731']
S14154A,407.0,95204,['95204']
O4100X0,407.0,65800,['65800']
Z792,406.0,V5862,['V5862']
N6019,406.0,6101,['6101']
S72409C,404.0,82130,['82130']
D46B,404.0,23872,['23872']
P0739,403.0,76528,['76528']
A156,403.0,01200,['01200']
T502X4A,402.0,E9804,['9742' '9744' 'E9804']
M352,402.0,71120,['1361' '71120']
H109,402.0,37230,['37230']
M061,401.0,7142,['7142']
E873,400.0,2763,['2763']
B399,399.0,11590,['11590']
S9306XA,398.0,8370,['8370']
G008,398.0,32089,['32089']
L738,398.0,7048,['7048']
F4001,398.0,30021,['30021']
S069X9S,398.0,9070,['9070']
S143XXA,397.0,9534,['9534']
S62309B,396.0,81519,['81510' '81519']
I82A19,396.0,45384,['45384']
C4000,396.0,1704,['1704']
S338XXA,396.0,8485,['8460' '8485']
S62009A,395.0,81401,['81401']
K829,395.0,5759,['5759']
O019,395.0,630,['630']
Q225,394.0,7462,['7462']
A199,393.0,01890,['01890']
I621,393.0,4320,['4320']
A280,392.0,0272,['0272']
O711,392.0,66511,['66511']
R457,391.0,3089,['3089']
G3184,391.0,33183,['33183']
D67,391.0,2861,['2861']
P760,390.0,7771,['7771']
B54,390.0,0846,['0846']
O0489,390.0,63572,['63572']
R443,389.0,7801,['7801']
G44009,389.0,33900,['33900']
J683,389.0,5063,['5063']
N4889,389.0,60789,['60783' '60789']
D4989,389.0,23989,['23989']
S0182XA,388.0,87359,['87352' '87359']
M159,388.0,71590,['71500' '71590']
S36400A,387.0,86321,['86321']
I6990,387.0,4389,['4389']
O0889,387.0,6398,['6398']
L444,386.0,0578,['0578']
S069X2A,386.0,85402,['85402']
N329,385.0,5969,['5969']
P0737,385.0,76527,['76527']
K599,384.0,5649,['5649']
J418,384.0,4918,['4918']
L02239,384.0,6802,['6802']
N209,383.0,5929,['5929']
M2679,382.0,5258,['52479' '5258']
S14128A,382.0,95208,['95208']
R561,380.0,78033,['78033']
G003,380.0,3203,['3203']
D261,379.0,2191,['2191']
D414,379.0,2367,['2367']
R1903,379.0,78933,['78933']
F328,379.0,29682,['29682']
D071,379.0,23332,['23332']
P838,379.0,7788,['7788']
L518,378.0,69519,['69511' '69512' '69519']
S24114A,378.0,95216,['95216']
B380,378.0,1140,['1140']
C9300,377.0,20600,['20600']
T2066XA,377.0,94127,['94127']
O081,377.0,6391,['6391']
I891,377.0,4572,['4572']
D484,376.0,2354,['2354']
I4589,376.0,42689,['42689']
S91129A,376.0,8931,['8931']
G14,375.0,138,['138']
R32,375.0,78830,['78830']
N342,375.0,59789,['59789']
J391,374.0,47821,['47821']
M2610,374.0,52410,['52410']
G8928,373.0,33828,['33828']
P559,373.0,7732,['7732']
B3789,373.0,11289,['11289']
C050,372.0,1452,['1452']
J0110,371.0,4611,['4611']
S24102A,371.0,95210,['95210']
S83106A,369.0,83650,['83650']
I7779,368.0,44329,['44329']
K148,368.0,5298,['5298']
C413,368.0,1703,['1703']
T17498A,368.0,E915,['9340' 'E915']
M963,366.0,73712,['73712']
L539,366.0,6959,['6959']
M40299,366.0,73719,['73719']
N322,366.0,5962,['5962']
I83899,366.0,4548,['4548']
C12,366.0,1481,['1481']
G43701,365.0,34672,['34672']
R680,365.0,78065,['78065']
E8381,364.0,2755,['2755']
O699XX0,364.0,66391,['66391']
B372,364.0,1123,['1123']
G9741,363.0,34931,['34931']
S90859A,362.0,9176,['9176']
A872,361.0,0490,['0490']
S2500XA,361.0,9010,['9010']
G5620,360.0,3542,['3542']
M359,360.0,7109,['7109']
A630,360.0,07811,['07811']
T5994XA,359.0,E9828,['9879' 'E9828']
P610,359.0,7761,['7761']
R483,358.0,36816,['36816']
D303,358.0,2233,['2233']
M489,358.0,7218,['7218']
Q369,357.0,74912,['74910' '74911' '74912']
K140,357.0,5290,['5290']
S41109A,357.0,88009,['88003' '88009']
T65894A,357.0,E9809,['98989' 'E9809']
H66009,357.0,38200,['38200']
G9382,356.0,34882,['34882']
O0289,356.0,6318,['6318']
C166,356.0,1516,['1516']
D1801,354.0,22801,['22801']
S82201C,354.0,82390,['82330' '82390']
B1911,354.0,07020,['07020']
S51009A,353.0,88101,['88101']
G43811,352.0,34683,['34683']
S43109A,352.0,83104,['83104']
Q851,352.0,7595,['7595']
S3982XA,352.0,95919,['95919']
E848,351.0,27709,['27709']
G4441,350.0,3393,['3393']
N750,350.0,6162,['6162']
M66269,349.0,72766,['72766']
A170,349.0,01300,['01300']
S0125XA,349.0,87320,['87320']
Q7959,348.0,75679,['75670' '75679']
B392,348.0,11505,['11505']
M958,348.0,7388,['7388']
H65499,347.0,3813,['3813']
G709,347.0,3589,['3589']
P143,346.0,7676,['7676']
F59,346.0,3068,['3068']
D034,346.0,1724,['1724']
H832X9,346.0,38658,['38650' '38651' '38652' '38653' '38654' '38655' '38656' '38658']
T463X4A,345.0,E9804,['9724' 'E9804']
P962,345.0,7795,['7795']
Q549,344.0,75261,['75261']
B86,344.0,1330,['1330']
L299,344.0,6989,['6989']
S02402B,343.0,8025,['8025']
I823,343.0,4533,['4533']
B451,342.0,3210,['1175' '3210']
D839,342.0,27906,['27906']
P779,342.0,77750,['77750']
Z7189,342.0,V6549,['V6549']
C7981,342.0,19881,['19881']
Z9911,341.0,V4611,['V4611']
C531,340.0,1801,['1801']
N269,340.0,587,['587']
S0210XB,340.0,80150,['80150']
S75009A,339.0,9041,['9040' '9041']
Q628,337.0,7534,['7534']
Q446,337.0,75162,['75162']
J352,337.0,47412,['47412']
T8859XA,336.0,99522,['99522']
B382,336.0,1145,['1145']
M66879,335.0,72768,['72768']
Q2571,335.0,74731,['74731']
K2920,335.0,53530,['53530']
M6200,335.0,72884,['72884']
C069,334.0,1459,['1459']
I772,334.0,4472,['4472']
R7611,334.0,79551,['79551']
T794XXA,334.0,9584,['9584']
T8119XA,333.0,99809,['99809']
T502X1A,333.0,E8585,['9742' '9744' 'E8585']
C269,333.0,1599,['1598' '1599']
D7582,333.0,28984,['28984']
P059,332.0,76490,['76490']
E0510,332.0,24210,['24210']
P543,331.0,7724,['7724']
T7805XA,331.0,99564,['99564']
D487,331.0,2388,['2388']
M3501,331.0,7102,['7102']
D141,330.0,2121,['2121']
T79A19A,330.0,95891,['95891']
T59894A,330.0,E8698,['9879' 'E8698']
A0100,329.0,0020,['0020']
K437,329.0,55129,['55120' '55129']
R0682,328.0,78606,['78606']
S3130XA,328.0,8782,['8782']
J042,328.0,46420,['46420']
E038,328.0,2448,['2448']
S1182XA,328.0,8749,['8749']
D210,328.0,2150,['2150']
P2912,327.0,77981,['77981']
I715,327.0,4416,['4416']
K5281,327.0,55841,['53570' '53571' '55841']
S34139A,326.0,9523,['9523']
S6990XA,326.0,9595,['9593' '9594' '9595']
C8359,325.0,20010,['20010']
D4622,325.0,23873,['23873']
S24112A,325.0,95211,['95211']
G248,325.0,33379,['33379']
H49819,325.0,27787,['27787']
N411,325.0,6011,['6011']
C753,324.0,1944,['1944']
R69,324.0,V419,['79989' '7999' 'V419']
B338,324.0,07989,['0782' '07889' '07989']
P550,324.0,7730,['7730']
F3175,323.0,29655,['29655']
K116,323.0,5276,['5276']
S13151A,323.0,83905,['83905']
Z01810,323.0,V7281,['V7281']
F060,323.0,29382,['29382']
M269,321.0,5249,['5249']
S42409B,321.0,81250,['81250']
M1A9XX1,321.0,27403,['27403']
Q253,321.0,74722,['74722']
C380,321.0,1641,['1641']
S21129A,320.0,8751,['8751']
S3690XA,320.0,8690,['86800' '8690']
E1369,319.0,25080,['24980' '25080']
N048,319.0,58189,['58189']
C768,317.0,1958,['1958']
S14114A,317.0,95201,['95201']
L03039,317.0,6819,['68110' '68111' '6819']
D751,317.0,2890,['2890']
O0389,316.0,63472,['63470' '63472']
T59891A,316.0,E8698,['9879' 'E8698']
J153,316.0,48232,['48232']
C040,315.0,1440,['1440']
K0510,315.0,52310,['52310']
K120,315.0,5282,['5282']
I00,315.0,390,['390']
M25579,314.0,71947,['71947']
R066,314.0,7868,['7868']
G90519,314.0,33721,['33721']
C496,313.0,1717,['1717']
R1313,313.0,78723,['78723']
F070,312.0,3101,['3100' '3101']
S97109A,311.0,9283,['9283']
Z48298,311.0,V5844,['V4289' 'V5844']
H6520,311.0,38119,['38110' '38119']
B0222,310.0,05312,['05312']
N361,310.0,5992,['5992']
J323,310.0,4733,['4733']
C601,310.0,1872,['1872']
T3994XA,309.0,E9800,['9659' 'E9800']
A038,309.0,0048,['0048']
F438,309.0,30989,['30989']
C8119,309.0,20150,['20150']
M729,309.0,7294,['72879' '7294']
L89129,307.0,70720,['70702' '70720']
M86642,307.0,73014,['73014']
I6991,307.0,4380,['4380']
E269,306.0,25510,['25510']
O1503,306.0,64263,['64261' '64263']
K046,306.0,5227,['5227']
C8111,305.0,20151,['20151']
J00,305.0,460,['460']
F3173,305.0,29645,['29645']
I060,304.0,3950,['3950']
R1904,304.0,78934,['78934']
Z384,304.0,V332,['V311' 'V312' 'V321' 'V322' 'V331' 'V332']
L989,303.0,7099,['7099']
C8449,303.0,20270,['20270']
E0789,302.0,2468,['2463' '2468']
K270,302.0,53300,['53300']
D759,302.0,2899,['2899']
I2541,301.0,41411,['41411']
H02409,301.0,37430,['37430']
I517,301.0,4293,['4293']
I820,301.0,4530,['4530']
H3413,301.0,36231,['36231']
E139,300.0,25000,['24900' '25000']
D3A098,300.0,20969,['20969']
K421,300.0,5511,['5511']
C50929,300.0,1759,['1759']
S31020A,299.0,8799,['8761' '8797' '8799']
K4040,299.0,55000,['55000']
C108,299.0,1468,['1468']
N183,299.0,5853,['5853']
I972,298.0,4570,['4570']
D2120,298.0,2153,['2153']
C779,298.0,1969,['1969']
I82290,298.0,45387,['45387']
P773,297.0,77753,['77753']
E874,297.0,2764,['2764']
G119,297.0,3349,['3349']
K0521,297.0,52331,['52331']
J0130,296.0,4613,['4613']
C8587,296.0,20287,['20287']
S31802A,296.0,8771,['8771']
N3642,295.0,59982,['59982']
A5400,295.0,0982,['0980' '0982']
O368230,294.0,67803,['67801' '67803']
P390,294.0,7715,['7715']
S0993XA,294.0,95909,['95909']
F641,293.0,30285,['30250' '30285']
C322,291.0,1612,['1612']
I459,291.0,4269,['4269']
I731,291.0,4431,['4431']
H349,291.0,36230,['36230']
R1314,290.0,78724,['78724']
S24154A,290.0,95219,['95218' '95219']
F3161,289.0,29661,['29661']
K91858,289.0,56979,['56979']
J45991,289.0,49382,['49382']
S6440XA,289.0,9556,['9556']
C33,287.0,1620,['1620']
O750,287.0,66904,['66901' '66902' '66904']
F849,287.0,29990,['29990']
M2390,287.0,7179,['7179']
D376,287.0,2353,['2353']
C8335,286.0,20075,['20005' '20075']
M24859,286.0,71885,['71885']
S3710XA,286.0,8672,['8672']
E340,285.0,2592,['2592']
C8112,285.0,20152,['20152']
O91113,284.0,67513,['67511' '67513']
M21169,284.0,73642,['73642']
D140,284.0,2120,['2120']
A5424,283.0,09836,['09816' '09836']
C96Z,282.0,20290,['20290']
O716,282.0,66564,['66561' '66564']
Q638,282.0,7533,['7533']
A1801,282.0,73740,['01500' '71148' '72081' '73088' '73740']
T507X4A,281.0,E9804,['9700' '9701' 'E9804']
T56894A,281.0,E9809,['9858' 'E9809']
T43694A,281.0,E9803,['96979' 'E9803']
D891,281.0,2732,['2732']
B469,280.0,1177,['1177']
K822,279.0,5754,['5754']
Q300,279.0,7480,['7480']
E678,279.0,2788,['2788']
B9562,278.0,04112,['04112']
Q279,278.0,74760,['74760']
L98499,278.0,7079,['7079']
T43224A,277.0,E9803,['96903' 'E9803']
I2542,276.0,41412,['41412']
O045,276.0,63502,['63502']
F3177,276.0,29665,['29665']
T2172XA,276.0,94253,['94233' '94243' '94253']
S36119A,275.0,86400,['86400']
J160,275.0,4831,['4831']
C8373,275.0,20023,['20023']
Q043,275.0,7422,['7422']
M4100,275.0,73732,['73731' '73732']
N841,274.0,6227,['6227']
R180,274.0,78951,['78951']
N9089,274.0,6248,['6242' '6248']
H04309,273.0,37530,['37530']
G000,273.0,3200,['3200']
C7A020,273.0,20911,['20911']
K4021,273.0,55093,['55093']
G5730,273.0,3553,['3553']
S158XXA,273.0,90089,['90082' '90089']
C761,272.0,1951,['1951']
T7692XA,272.0,99550,['99550']
O9229,271.0,67634,['67622' '67632' '67634']
B0233,271.0,05321,['05321']
K287,271.0,53470,['53470']
D568,269.0,28249,['28249']
T744XXA,269.0,99555,['99555']
Q674,269.0,7540,['7540']
Q651,269.0,75431,['75431']
D801,268.0,27900,['27900']
S46819A,268.0,8408,['8408']
R252,267.0,7810,['72982' '7810']
S065X4A,267.0,85223,['85223']
D215,267.0,2156,['2156']
Z1211,267.0,V7651,['V7651']
K275,267.0,53350,['53350']
T50995A,267.0,E9478,['99529' 'E9478']
O98313,267.0,64723,['64721' '64723']
I314,265.0,4233,['4233']
J309,265.0,4779,['4779']
D106,265.0,2107,['2107']
I427,265.0,4259,['4259']
G249,265.0,33389,['33389']
F450,265.0,30081,['30081']
E328,264.0,2548,['2548']
R031,264.0,7963,['7963']
S36500A,264.0,86341,['86341']
L255,263.0,6926,['6926']
Q2732,263.0,74764,['74764']
N432,263.0,6038,['6038']
Q505,263.0,75211,['75211']
T8339XA,262.0,99632,['99632']
S381XXA,262.0,92611,['92611']
O337,262.0,65373,['65371' '65373']
A6920,262.0,08881,['08881']
D390,262.0,2360,['2360']
T8069XA,262.0,99959,['99959']
S13161A,261.0,83906,['83906']
S128XXA,261.0,8075,['8075']
K0520,261.0,52333,['52330' '52333']
M0230,261.0,71110,['0993' '71110']
I7411,260.0,4441,['4441']
M79A29,260.0,72972,['72972']
D291,259.0,2222,['2222']
Q222,259.0,74609,['74609']
R4189,258.0,79959,['79959']
C8586,258.0,20286,['20286']
J61,257.0,501,['501']
T792XXA,257.0,9582,['9582']
N7689,257.0,61689,['61689']
Q792,257.0,75672,['75672']
T483X4A,257.0,E9804,['9754' 'E9804']
B960,257.0,04181,['04181']
D260,257.0,2190,['2190']
H933X9,257.0,3885,['3885']
T7802XA,256.0,99562,['99562']
P5222,256.0,77214,['77214']
D892,256.0,28989,['2731' '28989']
G839,255.0,3449,['3449']
P0701,255.0,76511,['76501' '76511']
H8149,255.0,3862,['3862']
G218,253.0,3321,['3321']
S06335A,253.0,85184,['85184']
Z310,253.0,V260,['V260']
G241,253.0,3336,['3336']
K839,253.0,5769,['5769']
P528,252.0,7670,['7670']
T83711A,252.0,62931,['62931']
M65879,252.0,72706,['72706']
M21069,251.0,73641,['73641']
M8448XD,251.0,V5429,['V5429']
D704,251.0,28802,['28802']
D219,251.0,2159,['2159']
A770,250.0,0820,['0820']
Z538,250.0,V643,['V643']
Z1501,249.0,V8401,['V8401']
R87613,249.0,79504,['79504']
C8298,249.0,20208,['20208']
N644,249.0,61171,['61171']
T443X4A,248.0,E9804,['9711' 'E9804']
Q268,248.0,74749,['74749']
G4700,248.0,78052,['78052']
H539,248.0,3689,['3689']
H6590,247.0,3814,['3814']
T191XXA,247.0,E915,['9390' 'E915']
A438,247.0,0398,['0398']
B341,246.0,07989,['0748' '07989']
S5010XA,246.0,92310,['92310']
R928,246.0,79389,['79380' '79389']
I779,246.0,4479,['4479']
L508,245.0,7088,['7088']
G7249,245.0,35979,['35979']
J8401,245.0,5160,['5160']
G904,244.0,3373,['3373']
D531,243.0,2813,['2813']
S01119A,243.0,8702,['8700' '8702']
O7103,242.0,66503,['66501' '66503']
P9201,242.0,77932,['77932']
L251,242.0,6923,['6923']
Q614,242.0,75315,['75315']
D699,242.0,2879,['2879']
Z853,242.0,V103,['V103']
D039,242.0,1729,['1729']
H663X9,242.0,3823,['3823']
D137,241.0,2117,['2117']
C030,241.0,1430,['1430']
H4313,241.0,37923,['37923']
C8408,240.0,20218,['20218']
G548,240.0,3538,['3538']
C048,240.0,1448,['1448']
N738,240.0,6148,['6148']
O6000,240.0,64400,['64400']
B0189,240.0,0528,['0527' '0528']
O712,239.0,66524,['66522' '66524']
A888,239.0,0498,['0498']
M2689,239.0,52489,['52489']
Q677,239.0,75482,['75482']
M8550,239.0,73322,['73322']
S85009A,239.0,90441,['90441']
S46919A,239.0,8409,['8409']
S35299A,238.0,90220,['90220']
J0511,238.0,46431,['46431']
C8448,238.0,20278,['20278']
R6812,237.0,78091,['78091']
S9030XA,237.0,92420,['92420']
S62609B,237.0,81610,['81610']
I999,237.0,4599,['4599']
O1042,237.0,64211,['64211']
N710,237.0,6150,['6150']
I6320,237.0,43391,['43391']
C382,237.0,1643,['1643']
S239XXA,237.0,8479,['8479']
K267,236.0,53270,['53270']
Z3861,236.0,V3700,['V3400' 'V3500' 'V3600' 'V3700']
T2067XA,236.0,94128,['94128']
Q208,234.0,7458,['74519' '7457' '7458']
A390,234.0,0360,['0360']
O10413,234.0,64213,['64211' '64213']
S62349B,234.0,81512,['81512']
N251,233.0,5881,['5881']
Z136,233.0,V812,['V811' 'V812']
Q539,233.0,75251,['75251']
T50905A,233.0,E9479,['99520' 'E9479']
M799,232.0,72990,['72990']
C9212,232.0,20512,['20512']
S36509A,232.0,86340,['86340']
T66XXXA,232.0,990,['990']
F4489,231.0,30016,['2982' '30016']
F53,231.0,29389,['29389']
B1711,231.0,07041,['07041']
K834,230.0,5765,['5765']
R229,230.0,7822,['7822']
S26022A,230.0,86103,['86103']
S62109A,228.0,81400,['81400']
S3339XA,228.0,83969,['83949' '83969']
C8193,227.0,20193,['20193']
F3013,227.0,29603,['29603']
A329,226.0,0270,['0270']
S31129A,226.0,8795,['8795']
M12819,226.0,71681,['71641' '71681']
C701,226.0,1923,['1923']
S30817A,226.0,9110,['9110']
Q784,226.0,7564,['7564']
C9010,226.0,20310,['20310']
L910,226.0,7014,['7014']
R4020,226.0,78001,['78001']
G038,224.0,99709,['3221' '99709']
Q218,224.0,7458,['7458']
H4711,224.0,37701,['37701']
C7A092,224.0,20923,['20923']
S15009A,223.0,90000,['90000']
I25811,223.0,41406,['41406']
C254,223.0,1574,['1574']
D472,223.0,2731,['2731']
G4452,223.0,33942,['33942']
S60229A,222.0,92320,['92320']
O1490,222.0,64240,['64240']
C91Z0,222.0,20480,['20480']
R0989,222.0,7867,['7859' '7867']
A5219,222.0,09489,['09482' '09483' '09489']
T671XXA,221.0,9921,['9921']
E10641,221.0,25031,['25031']
D213,221.0,2154,['2154']
O668,220.0,66081,['66081']
D682,220.0,2863,['2863']
R1311,220.0,78721,['78721']
C080,220.0,1421,['1421']
D6101,219.0,28401,['28401']
H53129,219.0,36812,['36812']
M314,219.0,4467,['4467']
G44309,219.0,33920,['33920']
S13111A,219.0,83901,['83901']
C001,219.0,1401,['1401']
B965,218.0,0417,['0417']
P081,218.0,7661,['7661']
K4001,218.0,55013,['55013']
E859,218.0,27730,['27730']
D4410,218.0,2372,['2372']
O2223,218.0,67123,['67121' '67123']
A157,217.0,01090,['01090']
S13141A,217.0,83904,['83904']
S13101A,217.0,83908,['83900' '83908']
C248,217.0,1568,['1568']
H65199,216.0,38100,['38100']
T1490,216.0,9599,['9599']
G9059,215.0,33729,['33729']
M8700,215.0,73340,['73340']
F3342,215.0,29636,['29636']
H269,214.0,3669,['3669']
D691,214.0,2871,['2871']
Z0189,214.0,V7285,['V7285']
M26213,213.0,52423,['52423']
C7B04,213.0,20974,['20974']
I6629,213.0,43490,['43400' '43410' '43490']
D168,213.0,2136,['2136']
Q828,213.0,75739,['7572' '75739']
K262,213.0,53220,['53220']
O9822,213.0,64711,['64711']
D0339,213.0,1723,['1723']
K653,213.0,56781,['56781']
C9230,212.0,20530,['20530']
Q233,212.0,7466,['7466']
L0233,212.0,6805,['6805']
R5083,212.0,78063,['78063']
Z4932,212.0,V5632,['V5632']
R5081,211.0,78061,['78061']
S53106A,211.0,83200,['83200']
N052,211.0,5831,['5831']
S06331A,211.0,85182,['85182']
K9410,211.0,56960,['56960']
T819XXA,210.0,9989,['9989']
K9420,209.0,53640,['53640']
L512,209.0,69515,['69515']
G808,209.0,3438,['3433' '3438']
R198,209.0,7899,['78799' '7899']
N39498,209.0,78839,['78839']
I719,209.0,4419,['4419']
C574,209.0,1839,['1839']
N340,209.0,5970,['5970']
S31809A,209.0,8770,['8770']
S065X5A,209.0,85224,['85224']
C44319,209.0,17331,['17331']
D72823,209.0,28862,['28862']
K229,208.0,5309,['5309']
Z9889,208.0,V4589,['V4589']
M083,208.0,71430,['71430']
Q308,208.0,7481,['7481']
T7800XA,208.0,99560,['99560']
D46C,207.0,23874,['23874']
K5902,207.0,56402,['56402']
E519,206.0,2651,['2651']
N418,206.0,6018,['6018']
C498,206.0,1718,['1718']
C090,206.0,1461,['1461']
A5619,205.0,09954,['09954']
P5221,205.0,77213,['77213']
R631,205.0,7835,['7835']
M954,205.0,7383,['7383']
N033,204.0,5821,['5821']
L980,204.0,6861,['6861']
A90,204.0,061,['061']
E2681,204.0,25513,['25513']
H4940,203.0,37855,['37855']
M19279,203.0,71527,['71527']
C022,203.0,1413,['1413']
K011,202.0,5206,['5206']
G8192,202.0,34291,['34281' '34291']
M76829,202.0,72672,['72672']
E069,202.0,2459,['2459']
Q6439,201.0,7536,['7536']
F9829,201.0,30759,['30759']
N882,200.0,6224,['6224']
T7611XA,200.0,99581,['99581']
K821,199.0,5753,['5753']
M2040,199.0,7354,['7354']
G3189,199.0,33189,['33189']
E348,199.0,2598,['2598']
G2581,199.0,33394,['33394']
T879,198.0,99760,['99760']
M86629,198.0,73012,['73012']
S36502A,198.0,86343,['86343']
I510,198.0,42971,['42971']
A5442,198.0,09850,['09850']
K252,198.0,53120,['53120']
C178,198.0,1528,['1528']
D692,198.0,2872,['2872']
D68318,198.0,28659,['28659']
T7601XA,198.0,99584,['99584']
B961,197.0,0413,['0413']
E7439,197.0,2713,['2713']
D3A012,197.0,20943,['20943']
J853,197.0,5131,['5131']
A9230,196.0,06640,['06640']
N888,196.0,6228,['6228']
H4419,196.0,36019,['36019']
A041,196.0,00802,['00802']
T82218A,196.0,99603,['99603']
J701,196.0,5081,['5081']
C111,196.0,1471,['1471']
I011,196.0,3911,['3911']
O1203,196.0,64614,['64611' '64612' '64613' '64614']
R809,195.0,7910,['7910']
E559,195.0,2689,['2689']
C7A00,195.0,20920,['20920']
Q6231,194.0,75323,['75323']
G3182,194.0,3308,['3308']
D445,193.0,2371,['2371']
H47019,193.0,37741,['37741']
P772,193.0,77752,['77752']
